ASV_name	08_2016_F4_1	08_2016_F4_2	09_2016_F4_1	09_2016_F4_2	10_2016_F4	11_2016_F4	12_2016_F4	01_2017_F4	02_2017_F4_1	02_2017_F4_2	03_2017_F4_2	03_2017_F4_3	03_2017_F4_4	04_2017_F4_1	04_2017_F4_2	05_2017_F4_1	05_2017_F4_2	06_2017_F4_1	06_2017_F4_2	07_2017_F4_1	07_2017_F4_2	07_2017_F4_3	08_2017_F4_1	08_2017_F4_2	09_2017_F4_1	09_2017_F4_2	10_2017_F4	11_2017_F4	12_2017_F4	01_2018_F4	02_2018_F4_1	02_2018_F4_2	03_2018_F4_1	03_2018_F4_2	03_2018_F4_3	04_2018_F4_1	04_2018_F4_2	04_2018_F4_3	04_2018_F4_4	05_2018_F4_1	05_2018_F4_2	06_2018_F4_1	06_2018_F4_2	06_2018_F4_3	07_2018_F4_1	07_2018_F4_2	08_2018_F4_1	08_2018_F4_2	09_2018_F4_1	09_2018_F4_2	10_2018_F4_1	10_2018_F4_2	11_2018_F4_1	11_2018_F4_2	12_2018_F4_1	12_2018_F4_2	01_2019_F4_1	01_2019_F4_2	02_2019_F4	03_2019_F4_1	03_2019_F4_2	04_2019_F4_1	04_2019_F4_2	05_2019_F4_1	05_2019_F4_2	06_2019_F4_1	06_2019_F4_2	07_2019_F4_1	07_2019_F4_2	07_2019_F4_3	07_2019_F4_4	08_2019_F4_1	08_2019_F4_2	09_2019_F4_1	10_2019_F4_1	10_2019_F4_2	11_2019_F4_1	11_2019_F4_2	12_2019_F4_1	12_2019_F4_2	01_2020_F4_1	01_2020_F4_2	02_2020_F4_1	02_2020_F4_2	03_2020_F4_1	03_2020_F4_2	04_2020_F4_1	04_2020_F4_2	05_2020_F4_1	05_2020_F4_2	06_2020_F4_1	06_2020_F4_2	07_2020_F4_1	07_2020_F4_2	08_2020_F4	09_2020_F4_1	09_2020_F4_2
prok_asv43	11	0	14	13	1	0	0	0	25	9	19	76	128	42	9	1882	948	438	439	220	46	8	1	5	5	0	3	68	25	1	4	2	1	24	28	53	53	70	203	2197	1697	221	111	24	5	0	0	0	0	0	62	9	25	0	53	9	125	0	33	0	32	114	0	402	338	39	812	114	437	9	16	1	2	67	16	123	245	30	5	137	158	15	40	218	182	590	130	675	23202	3767	697	1315	123	5	0	47	9
prok_asv44	681	754	514	317	270	391	734	1209	94	328	340	472	785	239	622	403	453	697	255	288	120	235	86	171	219	287	427	349	186	182	212	251	144	145	184	209	251	267	195	444	977	218	344	381	192	68	1497	322	597	1408	1376	724	1257	641	302	439	173	903	341	121	163	1001	614	358	68	158	4236	514	1738	387	303	414	129	661	985	560	606	309	65	258	282	291	258	284	184	158	148	704	717	653	653	1193	559	769	326	206	225
prok_asv45	2196	1808	1316	666	732	205	300	299	27	28	67	140	181	22	106	68	633	3505	1854	2898	3452	1176	579	525	93	157	114	175	65	42	53	53	26	34	40	20	52	31	10	205	314	130	937	1859	498	167	317	89	375	607	266	137	294	224	115	60	7	174	10	48	18	430	116	68	125	1480	23623	1742	7811	1100	521	823	39	988	405	547	279	281	170	161	167	209	287	220	76	105	79	364	121	548	2470	2757	1541	1448	1158	933	347
prok_asv46	810	1005	66	11	2	0	6	7	0	0	5	0	0	13	0	20	29	54	248	328	650	287	1149	33	197	27	32	44	121	67	105	107	71	82	68	118	104	67	50	501	651	5395	2085	1093	3018	968	4115	1178	250	54	133	16	27	14	4	14	5	0	8	0	4	42	0	65	30	27	16211	9312	8509	938	1407	133	69	149	263	69	69	21	8	48	71	45	17	77	27	49	31	69	1080	365	3613	4501	1498	1713	278	318	78
prok_asv47	419	490	720	393	354	165	190	223	21	32	72	91	88	21	79	584	1138	6104	1236	1499	946	1167	1008	881	558	329	217	149	62	49	40	46	44	43	31	29	68	88	128	2230	514	26	1976	861	271	282	205	150	969	428	474	277	328	86	55	92	20	80	9	34	19	128	39	68	1370	4512	53395	2870	2974	2800	1848	730	139	426	946	711	182	143	49	54	68	66	22	71	8	25	10	17	49	113	510	1864	686	1292	737	1000	629
prok_asv48	16	12	6	0	3	32	83	709	281	903	1632	4022	5114	1812	8288	1759	1034	1092	271	83	17	10	3	5	0	5	13	37	90	183	302	361	488	544	1150	754	1933	1320	508	320	125	13	24	13	4	0	1	0	3	8	50	28	36	82	77	145	314	767	1119	1141	1477	9632	9368	1687	275	530	4617	90	435	326	31	7	3	15	10	23	16	19	14	30	59	283	324	544	108	304	643	2269	662	296	232	276	25	6	10	0	3
prok_asv49	208	63	57	34	156	232	520	193	27	67	184	463	489	195	380	273	438	661	388	360	75	328	42	124	50	196	278	351	156	98	130	95	66	177	137	79	224	214	120	292	210	50	120	95	69	92	27	14	104	253	610	284	534	708	213	198	150	94	164	104	264	565	435	230	213	565	16454	479	2606	684	236	105	31	999	1167	2308	1400	1498	1059	1116	1119	1323	1166	1319	440	744	607	2801	1261	1035	3271	6264	1539	1390	621	297	234
prok_asv50	1092	1273	1453	590	1151	410	692	826	128	222	230	661	860	227	595	487	703	1143	744	1347	752	779	656	381	240	412	231	419	213	128	148	192	128	126	216	123	201	237	106	514	403	411	437	892	266	76	374	196	700	769	871	504	512	433	148	174	73	59	115	52	82	764	426	267	140	779	11727	1069	1485	902	644	559	29	991	1442	903	503	426	234	246	422	527	500	382	120	201	167	787	420	786	1410	4284	2145	1056	927	550	382
prok_asv51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	39	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	86	0	512	82	0	8	58	144	119	96	151	8816	20908	18202	625	154	336	1103	130	194	1196	2852	1093	81962	1794	2909	1721	2957	8563	4975	258
prok_asv52	625	206	143	57	155	177	464	964	157	290	362	641	827	311	629	307	154	68	105	263	50	237	68	289	137	213	197	425	293	228	238	262	132	161	131	165	211	192	12	128	55	4	24	73	24	12	105	48	154	332	366	186	306	172	172	331	173	369	279	208	218	1416	620	253	34	102	4426	87	1138	196	152	18	13	1043	776	1315	560	369	129	190	443	381	357	494	156	269	49	129	138	23	988	1196	155	163	266	349	388
prok_asv53	521	1092	473	197	494	95	141	122	18	18	44	59	113	53	90	76	136	240	118	396	281	204	234	541	401	414	114	116	93	41	45	26	25	43	28	48	94	125	76	138	260	91	248	574	259	133	503	295	593	740	635	291	476	247	140	80	38	33	65	50	61	246	134	170	51	253	6578	563	1332	313	791	1084	124	2013	2340	2807	1330	869	359	494	405	423	229	448	103	178	157	621	539	823	912	1392	973	1586	1127	1036	450
prok_asv54	2	0	10	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	86	797	1160	341	668	631	433	1719	1985	2453	1197	353	113	1788	537	3318	181	796	322	1374	6854	7660	3231	61	0	0	1	0	0	0	0	0	2	0	2	1	1	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	129	0	9	2	0	0	0	0	0	0	0	0	0	0
prok_asv55	294	511	451	289	106	28	16	1	1	0	3	19	41	17	24	279	333	590	647	711	1426	270	1300	295	367	118	1121	38	39	29	26	43	15	26	20	23	22	26	85	2566	1110	1602	1220	1093	2947	766	1768	454	134	27	172	17	41	0	3	3	1	0	0	7	11	79	0	125	148	431	8509	698	2034	616	395	548	184	655	483	171	78	31	7	13	15	38	2	46	13	21	19	86	2231	964	3485	2764	906	760	75	1555	316
prok_asv56	1591	1641	2123	776	737	135	148	68	1	6	36	46	121	85	46	37	53	161	55	291	171	492	736	581	269	361	85	105	38	27	20	30	9	21	32	26	71	49	29	49	141	133	139	278	462	119	907	330	786	737	1304	159	269	250	68	66	68	14	71	31	39	225	241	54	25	215	7099	577	1674	406	864	886	343	1824	1358	2088	687	691	266	246	280	213	218	236	94	192	95	214	508	1069	1800	4110	3814	3759	2809	3132	1695
prok_asv57	3252	4768	3181	1136	1267	444	292	287	46	47	67	95	82	41	144	99	143	325	190	1011	630	781	1156	761	436	383	356	221	94	48	38	17	41	37	39	31	49	68	30	91	90	34	222	1044	480	75	1305	445	1243	1452	846	325	520	228	114	113	33	15	48	55	45	214	94	100	59	501	11965	1146	1574	533	899	548	105	2371	2046	1944	726	470	260	143	199	313	182	255	132	99	91	250	180	503	1198	3519	2150	2712	2634	2264	674
prok_asv58	0	0	2	0	3	16	128	719	100	348	269	1251	2198	732	1198	95	44	74	16	1	0	1	0	1	0	2	17	44	267	320	320	1176	389	445	582	515	543	349	62	9	3	0	0	0	0	1	0	0	0	62	30	48	98	19	270	561	484	1198	746	667	616	4518	2401	173	31	27	96	4	35	28	0	0	0	0	0	0	1	13	12	62	84	269	386	372	218	255	158	196	35	2	1	1	0	0	0	0	0
prok_asv59	127	57	40	31	108	9	7	0	1	0	5	3	0	20	10	84	167	496	557	346	72	145	54	75	107	72	16	13	10	4	6	3	2	0	2	9	22	22	152	3212	1758	481	366	240	189	65	96	75	58	75	223	68	47	24	0	4	0	1	1	0	16	3	37	339	70	123	7245	262	2375	160	223	98	41	866	366	544	165	90	6	59	65	37	29	72	24	39	7	60	1183	198	281	489	429	12	46	85	178
prok_asv60	1794	3263	1318	993	932	48	184	207	5	5	24	28	36	9	29	89	72	167	95	347	227	160	1502	1362	1016	595	54	39	40	17	16	14	8	18	4	8	10	24	8	63	26	10	55	52	82	177	2594	940	3721	2400	1019	365	360	293	84	69	25	24	51	14	17	129	210	49	56	284	5912	333	702	678	833	537	409	2221	10887	2051	1154	1199	235	198	257	381	194	203	104	85	95	234	123	158	287	1683	444	1343	725	1585	740
prok_asv61	36	125	102	36	288	1178	1050	901	138	184	427	1187	477	243	872	210	140	245	150	56	9	23	8	84	23	247	955	1029	376	334	324	274	245	237	378	260	418	394	142	106	76	7	19	10	1	2	4	0	15	183	285	407	606	988	233	236	417	86	147	41	132	674	294	159	24	103	1282	63	649	1372	24	1	0	523	551	1729	2123	1057	734	371	1025	963	1457	473	283	315	342	1258	291	208	374	191	218	3	194	67	229
prok_asv62	712	168	63	49	15	17	7	39	11	7	13	22	27	18	47	46	112	718	612	684	837	343	26	64	75	11	9	30	30	10	15	10	2	10	14	13	19	24	31	134	559	3409	569	147	84	29	482	134	38	28	393	50	32	0	12	28	15	5	11	1	26	30	38	31	8	6	2622	714	3198	164	288	69	5	164	160	309	303	94	21	230	142	61	79	134	80	260	115	314	273	218	322	1753	521	361	79	114	35
prok_asv63	979	1145	993	328	81	92	78	17	21	25	55	28	18	9	110	48	28	69	61	205	121	212	378	107	166	164	73	104	93	35	48	46	24	53	30	60	94	94	50	81	118	430	384	300	420	526	283	646	336	141	1342	115	148	34	66	113	79	49	33	56	17	159	117	70	7	31	1487	791	1921	219	1248	290	260	1764	2102	1193	1464	396	153	897	675	403	353	671	188	297	121	307	124	85	361	330	336	630	226	758	517
prok_asv64	1470	387	135	70	7	2	0	0	0	0	6	13	20	15	2	9	34	425	558	1045	1017	1436	172	70	298	32	99	110	200	168	113	175	111	276	89	210	274	123	147	688	3095	4148	1822	2625	2159	91	641	343	44	22	671	44	31	0	27	12	6	0	2	0	1	39	6	18	25	50	2960	1950	4424	116	488	119	16	299	206	387	331	62	13	47	29	3	24	42	2	18	4	104	1914	1739	1601	7702	2848	422	69	861	140
prok_asv65	1299	680	534	239	444	189	504	347	55	53	51	141	145	58	134	50	107	241	148	573	432	423	510	756	345	586	285	218	139	77	52	70	37	64	58	54	48	69	31	114	104	182	342	1106	521	203	407	177	680	865	1104	542	672	515	134	103	95	102	26	18	41	204	150	52	44	295	7199	534	1163	454	648	827	365	2644	4112	1925	1393	869	305	398	415	452	297	372	106	156	64	244	187	537	1324	3486	2742	1826	1611	1207	1018
prok_asv66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	170	100	331	132	102	300	509	582	1516	795	545	2109	1186	2375	10	11	651	286	116	567	211	3	0	0	0	0	0	0	0	0	0	0	0	32	0	8	0	0	0	0	0	0	436	0	0	3	0	4	0	29	5	2	10	0	35	28	0	23	6	52	0	10	0	77	0	38	2040	139	289	28	69	5	13
prok_asv67	109	88	6	4	3	1	1	0	0	0	1	8	0	1	2	3	67	277	123	299	917	105	340	82	74	16	11	9	3	3	0	8	0	2	0	2	4	4	9	221	2424	3372	2393	814	499	54	57	100	247	113	12	1	3	0	1	3	0	0	0	0	1	1	0	66	23	20	701	262	1348	44	321	1801	39	295	12	9	6	6	2	13	4	0	0	3	1	6	0	0	102	151	202	729	349	259	8	16	44
prok_asv68	120	187	299	214	557	312	627	467	51	112	186	339	388	68	298	286	463	606	453	442	138	361	152	388	290	545	427	416	230	152	180	117	102	104	115	91	123	109	83	285	143	51	137	178	130	181	28	39	261	636	877	710	820	573	277	212	144	152	47	75	130	211	163	89	95	580	11785	487	1794	898	164	190	46	1418	1515	2148	914	830	566	372	496	850	681	543	188	187	179	706	382	756	2240	3967	727	619	423	450	386
prok_asv69	0	0	0	0	0	0	7	40	4	0	10	31	23	43	37	2	0	2	0	0	0	0	0	0	0	0	0	0	3	4	16	20	7	10	24	13	38	21	7	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	6	1	199	74	34	37	189	12	19	0	6	71	0	24	7	0	0	0	0	0	0	0	0	0	3	6	34	17	50	11	10	6	0	3	0	0	0	0	0	0	0	0
prok_asv70	40	27	42	31	17	2	17	0	11	17	9	30	6	15	55	502	1080	1561	313	209	233	84	24	43	34	10	3	8	13	6	17	8	2	9	11	26	35	47	880	3478	4970	92	919	180	120	82	169	281	140	72	212	14	38	0	13	15	0	0	44	2	22	48	68	95	401	377	3624	344	492	142	382	157	8	96	64	155	119	28	10	55	24	18	48	16	19	15	7	16	152	138	42	173	70	201	22	73	33
prok_asv71	19	4	0	0	1	1	0	15	0	0	1	10	37	5	10	59	118	131	1124	15	4	22	1	1	3	1	0	5	2	3	0	1	1	10	5	8	25	15	242	899	2174	3818	175	73	139	28	3	0	0	4	15	6	10	0	0	2	0	0	13	7	6	121	5	224	106	15	4898	107	2577	23	10	12	5	15	8	42	78	46	33	125	39	54	76	106	36	58	93	400	2080	1256	1038	225	32	3	13	8	7
prok_asv72	90	549	219	235	332	636	957	1186	129	237	216	657	408	260	521	180	157	131	49	66	124	53	132	273	138	260	235	529	394	237	225	522	99	130	97	129	240	229	41	33	39	15	23	61	16	21	111	34	274	380	516	429	649	756	287	310	304	526	329	107	110	862	442	109	18	91	1601	160	272	42	89	185	29	1121	1185	1778	964	1289	853	493	1323	1479	899	825	400	1075	809	1690	603	297	253	715	319	307	363	321	332
prok_asv73	1192	3248	682	111	56	8	29	50	0	3	5	13	0	0	4	63	127	126	189	382	396	235	60	9	6	6	10	9	15	7	13	19	5	5	8	6	6	9	18	35	41	73	21	9	20	23	21	34	289	161	41	11	68	33	10	25	19	0	22	0	1	0	0	12	21	245	19935	3575	4802	4847	4613	1089	181	364	326	70	17	27	22	41	49	65	112	38	14	5	0	5	57	62	282	145	291	1276	1011	469	92
prok_asv74	6	5	8	4	35	430	694	647	110	203	254	547	415	193	454	83	47	36	11	2	1	2	0	3	2	15	175	230	200	102	124	175	75	160	130	161	191	163	13	12	5	0	0	0	0	1	0	1	3	25	59	251	543	168	204	294	219	385	353	149	113	908	589	62	11	18	224	6	57	31	7	2	0	78	49	309	298	277	180	228	472	875	677	1168	367	645	465	730	76	12	11	11	2	1	12	6	2
prok_asv75	992	346	322	154	380	485	702	110	24	20	70	124	245	46	159	36	23	30	12	5	1	10	64	110	84	366	311	349	130	70	56	51	23	77	44	66	87	66	12	9	26	23	4	4	8	9	278	58	201	343	1261	438	615	284	159	176	227	38	110	43	63	434	255	68	15	47	985	80	281	117	83	105	21	1949	2795	5421	3150	1199	342	686	499	488	335	398	132	239	149	586	201	73	73	136	88	249	683	308	299
prok_asv76	1113	806	607	168	145	88	47	63	10	12	20	17	38	8	12	74	52	50	210	2035	413	1131	285	391	179	135	109	109	36	16	23	12	5	2	10	14	20	31	7	270	97	19	106	419	31	110	148	118	579	363	579	134	178	187	50	29	2	6	7	14	19	92	0	59	16	217	15716	587	1810	612	726	133	74	2099	1030	721	270	126	31	77	40	36	6	17	14	36	0	12	114	64	3561	2333	1003	295	626	766	394
prok_asv77	140	76	57	20	145	249	663	1130	104	382	302	753	809	359	853	187	123	121	40	16	5	12	22	120	18	162	151	305	318	186	258	385	161	251	233	300	423	356	30	22	14	1	2	0	1	5	22	7	91	385	353	290	579	172	207	300	161	271	313	295	407	2798	1023	161	31	55	954	26	346	191	62	51	10	315	173	677	383	352	207	231	494	728	638	610	227	344	112	355	54	6	23	56	35	80	92	71	110
prok_asv78	0	1	1	0	7	18	164	225	111	312	703	650	433	147	417	98	26	33	7	0	0	1	0	0	0	1	13	98	174	208	315	208	194	323	265	280	397	284	33	12	7	2	0	0	0	0	0	0	0	23	8	57	135	80	132	300	227	445	606	506	328	2064	878	144	9	32	118	10	56	11	0	2	0	2	1	32	63	186	252	306	1185	1723	2045	2431	797	837	147	137	48	1	1	0	0	0	0	0	0
prok_asv79	164	127	106	53	369	313	790	871	165	256	356	754	486	161	561	257	342	463	242	224	60	68	22	93	52	211	330	415	329	220	236	300	177	117	257	210	321	274	69	129	73	5	17	34	11	4	21	4	36	178	212	141	460	203	175	348	72	138	150	99	142	869	543	166	50	288	4230	174	524	394	73	32	0	280	569	691	570	447	362	335	689	1075	1022	811	328	391	241	651	238	284	571	1407	329	199	204	96	56
prok_asv80	0	1	1	0	32	45	386	827	110	325	753	1079	1220	310	1413	269	82	90	11	1	2	1	0	0	0	11	24	28	182	173	257	334	330	533	458	445	602	437	72	28	9	1	0	0	0	0	0	0	0	214	16	87	227	514	254	449	263	792	470	345	681	2979	2340	296	28	49	123	10	93	17	0	1	0	8	26	47	75	93	277	154	549	1380	1499	1572	574	697	791	1392	175	8	9	3	2	0	0	0	0
prok_asv81	10	9	9	3	82	180	446	765	109	295	369	1131	722	299	1166	272	181	184	71	23	2	6	2	18	5	71	172	217	250	231	411	320	253	312	562	344	711	568	232	212	144	46	15	11	2	1	1	1	1	168	59	133	267	574	192	211	278	447	296	134	309	2402	851	382	65	144	1180	36	426	282	3	4	0	75	141	154	268	288	584	333	1153	1779	2039	630	374	486	459	1531	480	243	184	78	73	2	16	12	28
prok_asv82	21	15	2	0	14	3	10	10	6	13	56	93	121	127	44	111	54	53	88	9	12	16	0	5	3	15	25	12	70	106	181	188	109	197	241	226	567	515	152	163	35	5	17	8	3	1	18	9	16	83	89	144	210	52	104	182	62	245	123	173	173	1475	987	209	119	362	5136	244	1126	1496	10	10	5	74	59	70	72	11	14	12	106	74	113	300	85	212	102	176	91	33	21	39	6	0	6	5	1
prok_asv83	515	367	125	47	88	47	84	100	29	55	104	250	443	140	360	145	252	270	98	258	191	118	156	93	73	53	34	56	43	51	52	116	37	47	68	80	148	164	83	129	260	263	231	279	122	85	471	144	107	127	128	78	72	0	32	52	26	17	97	32	78	844	533	169	70	139	2485	339	486	133	144	441	5	413	277	321	180	100	55	89	95	147	105	143	80	181	88	535	414	379	431	542	413	266	134	65	37
prok_asv84	647	528	371	195	251	158	186	68	9	16	90	62	92	39	101	20	27	116	41	104	182	361	523	1003	472	352	376	185	85	60	62	47	24	48	63	74	92	79	99	70	295	115	314	1054	1030	433	1987	342	259	284	339	228	154	138	72	94	40	5	122	10	3	241	72	62	8	21	917	46	579	79	235	382	222	1086	671	389	319	104	92	153	178	158	470	245	144	94	86	88	450	344	545	1921	2399	2105	1209	1072	292
prok_asv85	0	0	0	0	0	0	0	0	0	0	0	3	0	8	1	0	0	0	0	0	0	0	14	7	53	2945	19305	4271	84	1151	3447	1475	1385	136	36	97	47	6612	9	107	299	209	10	698	352	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	3	2	1	0	11	0	11	0	0	3	0
prok_asv86	448	167	250	110	301	177	508	617	83	175	197	392	510	117	396	376	533	1217	347	438	163	287	125	80	26	138	162	201	226	107	116	151	65	101	109	85	143	146	62	157	71	19	88	174	63	116	61	26	73	398	474	362	355	212	169	190	118	200	69	58	67	736	245	125	99	286	6888	332	1084	816	362	172	68	94	151	84	181	105	61	190	149	409	192	143	74	281	134	164	54	90	350	609	251	81	42	33	33
prok_asv87	154	193	152	78	184	105	348	573	106	222	496	980	830	340	665	317	331	276	183	107	32	61	27	58	15	57	53	136	123	161	189	261	224	218	382	267	482	354	113	212	127	83	64	100	15	3	57	22	58	143	80	91	208	160	145	179	147	159	169	168	241	1645	933	314	50	183	2207	126	184	133	18	36	2	123	240	147	58	86	108	98	368	527	752	577	170	213	190	890	318	192	308	381	279	60	138	58	34
prok_asv88	17	2	0	1	0	0	0	0	0	0	3	2	18	0	5	18	45	36	1031	7	5	6	0	0	6	1	1	1	1	0	2	0	0	4	0	4	18	11	65	428	1134	2458	117	86	180	21	3	0	1	0	10	0	1	0	2	0	0	8	33	0	0	3	3	221	82	8	3658	79	1899	30	10	22	0	13	8	18	32	36	36	94	23	44	46	101	36	19	51	243	990	826	873	169	23	3	11	5	5
prok_asv89	29	0	0	0	1	1	0	0	0	0	0	0	1	15	0	101	51	9	303	20	1	2	1	6	2	1	2	4	1	2	0	1	3	7	1	1	0	2	229	1233	622	194	50	16	16	13	2	0	2	0	11	462	134	0	0	10	14	0	0	0	0	0	935	6	1	3	593	13	29	7	0	1	0	0	6	0	0	0	0	0	5	0	0	2	0	0	0	0	17	6	28	6	0	0	1	2	4
prok_asv90	6	15	2	1	46	113	280	453	48	135	199	326	219	202	416	145	105	166	71	17	1	3	0	22	1	40	200	205	118	174	247	253	194	221	300	217	309	346	220	144	107	17	13	5	1	0	1	0	5	82	51	133	198	609	87	191	292	60	188	85	156	551	296	198	21	91	834	12	415	272	5	2	0	72	116	155	266	220	286	148	638	580	699	280	133	182	165	803	395	205	163	68	78	2	32	10	43
prok_asv91	325	205	238	67	26	20	69	36	12	35	33	96	193	62	72	39	38	79	23	38	28	21	37	30	52	22	20	75	37	11	24	37	7	28	57	70	103	123	38	47	107	102	147	178	116	10	119	259	64	93	567	29	41	4	29	29	41	30	50	10	46	383	230	117	16	50	930	115	641	35	106	250	9	723	291	1370	1036	306	37	262	115	113	62	211	45	214	107	575	223	160	95	204	204	169	82	127	40
prok_asv92	1239	538	280	138	16	1	7	9	2	4	20	51	40	22	25	149	297	467	103	186	297	82	181	172	242	34	9	38	48	9	18	3	2	16	13	13	41	57	148	185	168	57	144	56	114	80	355	2021	202	116	787	32	70	10	10	34	22	35	27	8	13	83	70	95	18	12	467	77	143	46	97	95	81	721	809	660	1818	499	197	968	387	352	324	396	214	570	502	1203	1348	509	274	1147	521	453	65	143	20
prok_asv93	181	148	91	40	75	55	203	286	56	90	140	225	168	120	207	412	340	459	270	65	10	45	48	53	22	41	50	88	90	53	76	72	43	90	139	132	217	206	119	249	218	96	57	49	21	3	97	30	47	89	238	75	166	190	105	126	113	92	104	62	101	587	475	245	115	193	3570	254	1024	168	174	51	23	606	660	341	277	287	219	253	508	653	777	898	328	409	226	897	380	192	213	269	89	42	48	140	170
prok_asv94	80	5	1	0	0	0	0	0	0	0	0	0	3	3	3	0	0	18	96	50	489	26	0	1	2	1	1	4	7	3	3	0	11	9	2	9	13	3	2	3	87	657	540	175	1211	171	730	20	1	0	0	0	1	0	1	0	3	0	0	0	0	2	0	3	12	255	2685	118	2116	116	55	63	8	0	0	2	0	0	0	2	1	0	0	11	3	8	5	7	1	1	372	57	279	5	0	0	11
prok_asv95	0	0	3	1	3	0	0	29	0	3	1	6	0	2	20	0	1	0	2	54	1	1	1	8	799	691	484	59	5	1	4	1	1	6	0	3	2	3	1	22	65	86	0	542	18	3	25	0	0	4	2	0	0	0	1	0	0	0	0	3	0	1	46	1	2	1	4	41	259	1	16	57	11	512	143	66	1	110	8277	570	10	4	11	13	1	2	1	4	2	9	5	371	7	21	2895	1664	2129
prok_asv96	33	16	4	3	1	2	0	0	0	0	0	0	0	0	0	134	116	77	366	446	309	396	19	4	3	0	0	0	0	3	3	0	0	0	0	2	1	17	537	2145	2783	2993	454	337	477	55	11	60	38	0	4	4	8	0	1	0	0	0	0	0	3	1	1	799	100	6	2328	272	769	37	150	60	7	13	27	11	2	3	0	0	0	0	0	14	2	3	3	66	667	330	217	108	105	30	11	19	7
prok_asv97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	20	0	163	38	0	1	24	522	380	2013	405	38777	5054	457	920	1985	875	11916	122	200	5	1092	5211	787	860	1646	4486	1380	3212	3886	3
prok_asv98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	170	0	0	0	0	0	0
prok_asv99	623	483	335	237	182	483	602	470	69	81	101	129	64	22	81	32	53	241	121	223	75	126	159	142	76	190	434	457	232	123	151	80	37	58	44	43	58	29	4	5	10	1	6	7	16	16	69	19	243	642	366	464	932	233	185	258	145	102	81	47	20	270	17	18	7	64	1729	32	332	468	104	89	58	2046	3378	2311	2693	1702	761	514	971	1118	746	369	208	162	98	251	29	56	538	2228	536	334	462	357	255
prok_asv100	0	0	0	0	4	11	33	135	17	49	85	181	129	141	166	91	32	40	12	18	0	2	0	0	0	3	8	11	26	36	64	67	55	59	83	114	165	189	26	65	13	2	1	1	0	1	0	1	0	8	0	1	32	52	73	37	66	138	27	20	129	682	285	149	13	211	955	25	287	194	2	0	0	7	3	1	3	4	18	23	86	124	97	211	21	89	11	65	13	0	0	0	0	0	0	1	0
prok_asv101	90	104	91	57	110	131	307	550	124	230	425	872	795	319	831	333	305	358	224	84	28	62	14	37	4	47	85	208	164	157	203	312	212	214	436	230	524	396	108	154	107	58	26	56	21	3	40	9	35	165	68	92	200	204	155	187	179	305	197	100	140	1040	716	250	51	169	2136	77	236	156	12	35	2	102	101	99	94	120	139	91	287	651	661	430	108	152	156	603	300	196	328	401	246	89	176	53	49
prok_asv102	2	2	0	0	6	7	44	94	21	60	96	205	212	351	256	61	36	37	24	9	0	6	0	0	0	3	8	30	23	59	82	107	68	74	98	157	234	241	91	75	48	13	10	1	0	0	0	0	0	8	20	24	63	302	56	55	62	66	151	114	131	656	489	195	8	50	913	30	141	79	3	1	0	4	5	11	10	7	7	20	39	85	62	118	27	35	12	15	89	51	15	14	1	0	2	10	7
prok_asv103	204	309	231	175	779	430	797	878	70	159	188	326	362	122	232	89	205	241	117	108	44	39	23	132	83	321	402	374	210	121	150	155	74	82	107	90	106	87	31	68	45	9	25	17	11	4	53	23	181	514	415	416	607	275	201	183	142	189	261	56	77	415	201	62	28	232	3227	126	354	258	86	52	5	701	1293	1420	817	630	254	262	428	430	407	385	178	221	41	137	91	127	208	658	169	320	277	258	185
prok_asv104	1039	720	629	333	402	78	57	34	5	7	18	45	91	25	75	33	36	106	40	85	45	122	579	745	359	244	105	99	60	24	18	12	9	34	27	23	28	18	24	96	238	117	159	354	427	117	930	583	382	266	582	76	97	82	29	52	75	16	29	4	56	197	1	63	34	122	3753	368	686	132	222	201	195	1444	1667	1954	607	208	38	34	78	63	94	77	42	62	33	97	375	463	1043	1333	765	1176	636	867	710
