ASV_name	Kingdom	Phylum	Class	Order	Family	Genus	Species
euk_asv16412	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16413	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowiaceae uc	Warnowiaceae uc
euk_asv16414	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16415	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16416	Eukaryota	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax_sp.
euk_asv16417	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_danicus
euk_asv16418	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16419	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16420	Eukaryota	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Sessilida uc	Sessilida uc
euk_asv16422	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv16423	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16424	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_setigera
euk_asv16425	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16426	Eukaryota	Chlorophyta	Pyramimonadales	Pyramimonadales uc	Pyramimonadales uc	Pterosperma	Pterosperma_sp.
euk_asv16427	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16428	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16429	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16430	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetes uc	Agaricomycetes uc
euk_asv16431	Eukaryota	Radiolaria	Polycystinea	Nassellaria	Plagiacanthoidea	Lithomelissa	Lithomelissa_setosa
euk_asv16432	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodiniaceae uc	Gymnodiniaceae uc
euk_asv16433	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc uc	Dinophyceae uc uc	Dinophyceae uc uc
euk_asv16434	Eukaryota	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles uc	Stramenopiles ucX	Stramenopiles ucX_sp.
euk_asv16435	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc	Filosa-Thecofilosea uc_sp.
euk_asv16436	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
euk_asv16437	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16438	Eukaryota	Ciliophora	Spirotrichea	Hypotrichia	Holostichidae	Holosticha	Holosticha uc
euk_asv16439	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16440	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv16441	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-5	Dino-II-5 uc	Dino-II-5 uc_sp.
euk_asv16442	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16443	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium_fulvescens
euk_asv16444	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16445	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16446	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium uc
euk_asv16447	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_peruvianus
euk_asv16448	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros uc
euk_asv16449	Eukaryota	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae uc	Labyrinthulaceae uc_sp.
euk_asv16450	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium uc
euk_asv16451	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16452	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16453	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Suessiaceae uc	Suessiaceae uc
euk_asv16454	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiida uc	Strombidiida uc	Strombidiida uc_sp.
euk_asv16455	Eukaryota	Cercozoa	Endomyxa-Phytomyxea	Phagomyxida	Phagomyxidae	Phagomyxa	Phagomyxa_sp.
euk_asv16456	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16457	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium_polylepis
euk_asv16458	Eukaryota	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	Dinophysis uc
euk_asv16459	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16460	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16461	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16462	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_danicus
euk_asv16463	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros uc
euk_asv16464	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium uc
euk_asv16465	Eukaryota	Haptophyta	Haptophyta_Clade_HAP3	Haptophyta_Clade_HAP3 uc	Haptophyta_Clade_HAP3 uc	Haptophyta_Clade_HAP3 uc	Haptophyta_Clade_HAP3 uc_sp.
euk_asv16466	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv16467	Eukaryota	Opalozoa	MAST-3	MAST-3 uc	MAST-3 uc	MAST-3 uc	MAST-3 uc
euk_asv16468	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv16469	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_G	Strobilidiidae_G uc	Strobilidiidae_G uc_sp.
euk_asv16470	Eukaryota	Cercozoa	Endomyxa	Endomyxa uc	Endo4-lineage	Endo4-lineage uc	Endo4-lineage uc_sp.
euk_asv16472	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv16473	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16474	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Dissodinium	Dissodinium_pseudolunula
euk_asv16475	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Coscinodiscophyceae	Actinocyclus	Actinocyclus_curvatulus
euk_asv16476	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv16477	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16478	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_danicus
euk_asv16479	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros uc
euk_asv16480	Eukaryota	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos uc
euk_asv16481	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16482	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_sp.
euk_asv16483	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16484	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Protocystis	Protocystis_vicina
euk_asv16485	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16486	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Protocystis	Protocystis_thomsoni
euk_asv16487	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Protocystis	Protocystis_thomsoni
euk_asv16488	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16489	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16490	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16491	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16492	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16493	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16494	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Protocystis	Protocystis uc
euk_asv16495	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16496	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16497	Eukaryota	Cercozoa	Phaeodarea	Phaeogromida	Challengeriidae	Challengeron	Challengeron_tizardi
euk_asv16498	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16500	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Araphid-pennate	Tabularia	Tabularia_tabulata
euk_asv16501	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Fragilariopsis	Fragilariopsis_cylindrus
euk_asv16502	Eukaryota	Picozoa	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc uc	Picozoa uc uc
euk_asv16503	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16504	Eukaryota	Cercozoa	Filosa-Sarcomonadea	Filosa-Sarcomonadea uc	Filosa-Sarcomonadea uc	Filosa-Sarcomonadea uc	Filosa-Sarcomonadea uc
euk_asv16505	Eukaryota	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Amphifilidae	Amphifilidae_sp.
euk_asv16506	Eukaryota	Fungi	Fungi uc	Fungi uc	Fungi uc	Fungi uc	Fungi uc
euk_asv16507	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae H	Chrysophyceae H uc	Chrysophyceae H uc_sp.
euk_asv16508	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
euk_asv16509	Eukaryota	Opalozoa	MAST-3	MAST-3J	MAST-3J uc	MAST-3J uc	MAST-3J uc_sp.
euk_asv16510	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv16511	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
euk_asv16512	Eukaryota	Radiolaria	Acantharea	Chaunacanthida	Chaunacanthida uc	Heteracon	Heteracon_sp.
euk_asv16513	Eukaryota	Radiolaria	Acantharea	Acantharea-Group-I	Acantharea-Group-I uc	Acantharea-Group-I uc	Acantharea-Group-I uc_sp.
euk_asv16514	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodiniaceae uc	Gymnodiniaceae uc
euk_asv16516	Eukaryota	Cercozoa	Filosa-Imbricatea	Euglyphida	Euglyphida uc	Euglyphida uc	Euglyphida uc_sp.
euk_asv16517	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv16518	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16519	Eukaryota	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales uc	Teleaulax	Teleaulax_gracilis
euk_asv16520	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16521	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16522	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16523	Eukaryota	Sagenista	MAST-8	MAST-8D	MAST-8D uc	MAST-8D uc	MAST-8D uc_sp.
euk_asv16524	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16525	Eukaryota	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales uc	Teleaulax	Teleaulax_gracilis
euk_asv16526	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16527	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16528	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16529	Eukaryota	Dinoflagellata	Dinophyceae	Torodiniales	Torodiniaceae	Torodinium	Torodinium_robustum
euk_asv16530	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16531	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-6	Dino-II-6 uc	Dino-II-6 uc_sp.
euk_asv16532	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastigaceae-C	Crustomastigaceae-C_sp.
euk_asv16533	Eukaryota	Dinoflagellata	Dinoflagellata uc	Dinoflagellata uc	Dinoflagellata uc	Dinoflagellata uc	Dinoflagellata uc
euk_asv16534	Eukaryota	Pseudofungi	MAST-1	MAST-1A	MAST-1A uc	MAST-1A uc	MAST-1A uc_sp.
euk_asv16535	Eukaryota	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae uc	Labyrinthulaceae uc_sp.
euk_asv16536	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae uc uc	Chrysophyceae uc uc	Chrysophyceae uc uc
euk_asv16537	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv16538	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16539	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv16540	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae F	Paraphysomonas	Paraphysomonas_foraminifera
euk_asv16541	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv16542	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16543	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16544	Eukaryota	Pseudofungi	MAST-1	MAST-1C	MAST-1C uc	MAST-1C uc	MAST-1C uc_sp.
euk_asv16545	Eukaryota	Chlorophyta	Prasino-Clade-VIII	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc_sp.
euk_asv16546	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16547	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16548	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16549	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16551	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16552	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16553	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16555	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16556	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16557	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16558	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16559	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16560	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16561	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16562	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales uc	Peridiniales uc	Peridiniales uc
euk_asv16564	Eukaryota	Cercozoa	Filosa-Imbricatea	Thaumatomonadida	Thaumatomonadida uc	Thaumatomonadida uc	Thaumatomonadida uc_sp.
euk_asv16565	Eukaryota	Chlorophyta	Prasino-Clade-VIII	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc	Prasino-Clade-VIII uc_sp.
euk_asv16566	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Fragilariopsis	Fragilariopsis_cylindrus
euk_asv16567	Eukaryota	Cercozoa	Cercozoa uc	Cercozoa uc	Cercozoa uc	Cercozoa uc	Cercozoa uc
euk_asv16568	Eukaryota	Sagenista	Labyrinthulomycetes	Labyrinthulomycetes uc	Labyrinthulomycetes uc	Labyrinthulomycetes uc	Labyrinthulomycetes uc
euk_asv16569	Eukaryota	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales uc	Falcomonas	Falcomonas_daucoides
euk_asv16570	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16571	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv16572	Eukaryota	Pseudofungi	MAST-1	MAST-1C	MAST-1C uc	MAST-1C uc	MAST-1C uc_sp.
euk_asv16573	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
euk_asv16575	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae C	Chrysophyceae C uc	Chrysophyceae C uc_sp.
euk_asv16576	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_A	Strobilidiidae_A uc	Strobilidiidae_A uc_sp.
euk_asv16577	Eukaryota	Opalozoa	MAST-3	MAST-3 uc	MAST-3 uc	MAST-3 uc	MAST-3 uc_sp.
euk_asv16578	Eukaryota	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea uc	Novel-Gran-234	Novel-Gran-234 uc	Novel-Gran-234 uc_sp.
euk_asv16579	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
euk_asv16580	Eukaryota	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Chytridiomycetes uc	Chytridiomycetes uc_sp.
euk_asv16582	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16583	Eukaryota	Choanoflagellida	Choanoflagellatea	Choanoflagellatea uc	Choanoflagellatea uc_Group_L	Choanoflagellatea uc_Group_L uc	Choanoflagellatea uc_Group_L uc_sp.
euk_asv16586	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16587	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	Botuliformidae	Botuliformidae uc	Botuliformidae uc_sp.
euk_asv16588	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv16589	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiida uc	Strombidiida uc	Strombidiida uc_sp.
euk_asv16590	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv16591	Eukaryota	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae D	Stephanoecidae D uc	Stephanoecidae D uc_sp.
euk_asv16592	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Balechina	Balechina_pachydermata
euk_asv16593	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella_glacialis
euk_asv16594	Eukaryota	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Chondrostereum	Chondrostereum_purpureum
euk_asv16595	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv16596	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16597	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales uc	Peridiniales uc	Peridiniales uc
euk_asv16598	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv16599	Eukaryota	Radiolaria	RAD-C	RAD-C uc	RAD-C uc	RAD-C uc	RAD-C uc_sp.
euk_asv16600	Eukaryota	Fungi	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Pseudozyma	Pseudozyma_aphidis
euk_asv16601	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv16602	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_dichaeta
euk_asv16603	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III uc	Dino-Group-III uc	Dino-Group-III uc_sp.
euk_asv16604	Eukaryota	Radiolaria	RAD-C	RAD-C uc	RAD-C uc	RAD-C uc	RAD-C uc_sp.
euk_asv16605	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv16606	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16607	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv16608	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv16609	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv16610	Eukaryota	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	Hemigastrostyla	Hemigastrostyla_enigmatica
euk_asv16611	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Cirsium	Cirsium_pendulum
euk_asv16612	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-23	Dino-II-23 uc	Dino-II-23 uc_sp.
euk_asv16613	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Pinus	Pinus_taeda
euk_asv16615	Eukaryota	Radiolaria	Polycystinea	Spumellarida	Spongodiscidae-Coccodiscidae	Spongodiscidae-Coccodiscidae uc	Spongodiscidae-Coccodiscidae uc
euk_asv16616	Eukaryota	Radiolaria	Acantharea	Acantharea uc	Acantharea uc	Acantharea uc uc	Acantharea uc uc
euk_asv16617	Eukaryota	Haptophyta	Prymnesiophyceae	Coccolithales	Coccolithaceae	Coccolithus	Coccolithus uc
