ASV_name	Kingdom	Phylum	Class	Order	Family	Genus	Species
euk_asv3531	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ventricleftida	CCW10-lineage	CCW10-lineage uc	CCW10-lineage uc_sp.
euk_asv3532	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv3533	Eukaryota	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa_oceanica
euk_asv3534	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-14	Dino-II-14 uc	Dino-II-14 uc_sp.
euk_asv3535	Eukaryota	Ciliophora	Oligohymenophorea	OLIGO5	OLIGO5 uc	OLIGO5 uc	OLIGO5 uc_sp.
euk_asv3536	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv3537	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-4	Dino-I-4 uc	Dino-I-4 uc_sp.
euk_asv3538	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Ostryopsis	Ostryopsis_davidiana
euk_asv3539	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv3540	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae H	Chrysophyceae H uc	Chrysophyceae H uc_sp.
euk_asv3541	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia uc
euk_asv3543	Eukaryota	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2 uc	Abeoformidae_Group_MAIP_2 uc_sp.
euk_asv3544	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae C	Spumella	Spumella_obliqua
euk_asv3545	Eukaryota	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_1	Abeoformidae_Group_MAIP_1 uc	Abeoformidae_Group_MAIP_1 uc_sp.
euk_asv3546	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-2	Telonemia-Group-2 uc	Telonemia-Group-2 uc_sp.
euk_asv3547	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3548	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_pouchetii
euk_asv3550	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Suctoria uc	Suctoria uc	Suctoria uc_sp.
euk_asv3551	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiophyceae uc	Prymnesiophyceae uc	Prymnesiophyceae uc	Prymnesiophyceae uc
euk_asv3552	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira uc
euk_asv3553	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-17	Dino-II-17 uc	Dino-II-17 uc_sp.
euk_asv3554	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-7	Dino-II-7 uc	Dino-II-7 uc_sp.
euk_asv3555	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-20	Dino-II-20 uc	Dino-II-20 uc_sp.
euk_asv3557	Eukaryota	Pseudofungi	Oomycota	Oomycota uc	Oomycota uc	Oomycota uc uc	Oomycota uc uc
euk_asv3558	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-8	Dino-I-8 uc	Dino-I-8 uc_sp.
euk_asv3559	Eukaryota	Radiolaria	Polycystinea	Nassellaria	Nassellaria uc	Nassellaria uc	Nassellaria uc_sp.
euk_asv3560	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-2	Telonemia-Group-2 uc	Telonemia-Group-2 uc_sp.
euk_asv3561	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-15	Dino-II-15 uc	Dino-II-15 uc_sp.
euk_asv3562	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3564	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
euk_asv3565	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3566	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-21	Dino-II-21 uc	Dino-II-21 uc_sp.
euk_asv3567	Eukaryota	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage uc	TAGIRI1-lineage uc_sp.
euk_asv3568	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv3569	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
euk_asv3570	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_gemmipara
euk_asv3572	Eukaryota	Apicomplexa	Gregarinomorphea	Gregarines	Gregarines uc	Selenidium2	Selenidium2_pisinnus
euk_asv3573	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-12	Dino-II-12 uc	Dino-II-12 uc_sp.
euk_asv3574	Eukaryota	Opalozoa	Bicoecea	Borokales	Borokaceae	Borokaceae uc	Borokaceae uc_sp.
euk_asv3575	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-2	Dino-I-2 uc	Dino-I-2 uc_sp.
euk_asv3576	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae uc	Chrysophyceae uc	Chrysophyceae uc_sp.
euk_asv3577	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-29	Dino-II-29 uc	Dino-II-29 uc_sp.
euk_asv3578	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
euk_asv3579	Eukaryota	Ciliophora	CONTH_7	CONTH_7 uc	CONTH_7 uc	CONTH_7 uc	CONTH_7 uc_sp.
euk_asv3580	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-4	Dino-I-4 uc	Dino-I-4 uc_sp.
euk_asv3581	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3582	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3583	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Fragilariopsis	Fragilariopsis_sublineata
euk_asv3585	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv3586	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-V	Dino-Group-V uc	Dino-Group-V uc	Dino-Group-V uc_sp.
euk_asv3587	Eukaryota	Lobosa	Lobosa uc	Himatismenida	Parvamoebidae	Parvamoeba	Parvamoeba_sp.
euk_asv3588	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
euk_asv3589	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3590	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III uc	Dino-Group-III uc	Dino-Group-III uc_sp.
euk_asv3591	Eukaryota	Telonemia	Telonemia uc	Telonemia uc	Telonemia-Group-2	Telonemia-Group-2 uc	Telonemia-Group-2 uc_sp.
euk_asv3592	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3593	Eukaryota	Lobosa	Tubulinea	Leptomyxida	Flabellulidae	Paraflabellula	Paraflabellula_hoguae
euk_asv3594	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-2	Dino-I-2 uc	Dino-I-2 uc_sp.
euk_asv3595	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv3596	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv3597	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Berkeleya	Berkeleya_rutilans
euk_asv3598	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	Prymnesium_sp.
euk_asv3599	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3600	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae D	Chrysophyceae D uc	Chrysophyceae D uc_sp.
euk_asv3601	Eukaryota	Opalozoa	MAST-12	MAST-12D	MAST-12D uc	MAST-12D uc	MAST-12D uc_sp.
euk_asv3602	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Raphid-pennate uc	Raphid-pennate uc_sp.
euk_asv3603	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3604	Eukaryota	Radiolaria	Polycystinea	Nassellaria	Nassellaria uc	Nassellaria uc	Nassellaria uc_sp.
euk_asv3605	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-25	Dino-II-25 uc	Dino-II-25 uc_sp.
euk_asv3606	Eukaryota	Opalozoa	MAST-3	MAST-3I	MAST-3I uc	MAST-3I uc	MAST-3I uc_sp.
euk_asv3607	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiida uc	Strombidiida uc	Strombidiida uc_sp.
euk_asv3608	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Nitzschia	Nitzschia uc
euk_asv3609	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica
euk_asv3610	Eukaryota	Opalozoa	MAST-3	MAST-3J	MAST-3J uc	MAST-3J uc	MAST-3J uc_sp.
euk_asv3611	Eukaryota	Ochrophyta	Dictyochophyceae	Dictyochophyceae uc	Pedinellales	Pedinellales uc	Pedinellales uc_sp.
euk_asv3613	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3614	Eukaryota	Dinoflagellata	Dinophyceae	Dinophysiales	Oxyphysiaceae	Phalachroma	Phalachroma uc
euk_asv3615	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3616	Eukaryota	Sagenista	MAST-8	MAST-8D	MAST-8D uc	MAST-8D uc	MAST-8D uc_sp.
euk_asv3617	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv3618	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira_sp.
euk_asv3619	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Blastodiniaceae	Blastodinium	Blastodinium_spinulosum
euk_asv3620	Eukaryota	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
euk_asv3621	Eukaryota	Sagenista	MAST-9	MAST-9A	MAST-9A uc	MAST-9A uc	MAST-9A uc_sp.
euk_asv3622	Eukaryota	Radiolaria	RAD-A	RAD-A uc	RAD-A uc	RAD-A uc	RAD-A uc_sp.
euk_asv3623	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H uc	Strombidiidae_H uc_sp.
euk_asv3624	Eukaryota	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1 uc	Apusomonadidae_Group-1 uc	Apusomonadidae_Group-1 uc	Apusomonadidae_Group-1 uc_sp.
euk_asv3625	Eukaryota	Picozoa	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc	Picozoa uc_sp.
euk_asv3626	Eukaryota	Ciliophora	Phyllopharyngea	Cyrtophoria_1	PHYLL_4	PHYLL_4 uc	PHYLL_4 uc_sp.
euk_asv3627	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3628	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv3629	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Coscinodiscophyceae	Proboscia	Proboscia_alata
euk_asv3630	Eukaryota	Sagenista	MAST-8	MAST-8D	MAST-8D uc	MAST-8D uc	MAST-8D uc_sp.
euk_asv3631	Eukaryota	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea uc	Novel-clade-2	Novel-clade-2 uc	Novel-clade-2 uc_sp.
euk_asv3632	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-3	Dino-II-3 uc	Dino-II-3 uc_sp.
euk_asv3633	Eukaryota	Radiolaria	RAD-C	RAD-C uc	RAD-C uc	RAD-C uc	RAD-C uc_sp.
euk_asv3635	Eukaryota	Opalozoa	Bicoecea	Anoecales	Caecitellaceae	Caecitellus	Caecitellus_parvulus
euk_asv3636	Eukaryota	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae uc	Labyrinthulaceae uc_sp.
euk_asv3637	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-4	Dino-II-4 uc	Dino-II-4 uc_sp.
euk_asv3638	Eukaryota	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Rhodotorula	Rhodotorula_mucilaginosa
euk_asv3639	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_debilis_1
euk_asv3640	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-8	Dino-I-8 uc	Dino-I-8 uc_sp.
euk_asv3642	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales uc	Gymnodiniales uc	Gymnodiniales uc
euk_asv3643	Eukaryota	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea uc	Novel-Clade-4	Novel-Clade-4 uc	Novel-Clade-4 uc_sp.
euk_asv3644	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-10-and-11	Dino-II-10-and-11 uc	Dino-II-10-and-11 uc_sp.
euk_asv3645	Eukaryota	Cercozoa	Cercozoa uc	Cercozoa uc	Cercozoa uc	Cercozoa uc	Cercozoa uc
euk_asv3646	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-4	Dino-I-4 uc	Dino-I-4 uc_sp.
euk_asv3647	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3648	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata
euk_asv3649	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Yarrowia	Yarrowia_lipolytica
euk_asv3650	Eukaryota	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa_oceanica
euk_asv3651	Eukaryota	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_H	Strombidiidae_H uc	Strombidiidae_H uc_sp.
euk_asv3652	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-25	Dino-II-25 uc	Dino-II-25 uc_sp.
euk_asv3653	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3654	Eukaryota	Radiolaria	RAD-B	RAD-B uc	RAD-B-Group-I	RAD-B-Group-I uc	RAD-B-Group-I uc_sp.
euk_asv3655	Eukaryota	Sagenista	MAST-8	MAST-8D	MAST-8D uc	MAST-8D uc	MAST-8D uc_sp.
euk_asv3657	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3658	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv3659	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-42	Dino-II-42 uc	Dino-II-42 uc_sp.
euk_asv3660	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Thalassiosira	Thalassiosira_sp.
euk_asv3661	Eukaryota	Radiolaria	Acantharea	Acantharea-Group-I	Acantharea-Group-I uc	Acantharea-Group-I uc	Acantharea-Group-I uc_sp.
euk_asv3662	Eukaryota	Pseudofungi	MAST-1	MAST-1A	MAST-1A uc	MAST-1A uc	MAST-1A uc_sp.
euk_asv3663	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3664	Eukaryota	Sagenista	MAST-9	MAST-9A	MAST-9A uc	MAST-9A uc	MAST-9A uc_sp.
euk_asv3665	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales uc	Carteria	Carteria_sp.
euk_asv3666	Eukaryota	Pseudofungi	MAST-1	MAST-1B	MAST-1B uc	MAST-1B uc	MAST-1B uc_sp.
euk_asv3667	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina_sp.
euk_asv3668	Eukaryota	Chlorophyta	Ulvophyceae	Oltmansiellopsidales	Oltmansiellopsidales uc	Oltmannsiellopsis	Oltmannsiellopsis_viridis
euk_asv3669	Eukaryota	Pseudofungi	MAST-1	MAST-1A	MAST-1A uc	MAST-1A uc	MAST-1A uc_sp.
euk_asv3670	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Mediophyceae	Chaetoceros	Chaetoceros_sp.
euk_asv3671	Eukaryota	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Debaryomyces	Debaryomyces_hansenii
euk_asv3672	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodiniaceae uc	Gymnodiniaceae uc
euk_asv3673	Eukaryota	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_antarctica
euk_asv3674	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3675	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae F	Chrysophyceae F uc	Chrysophyceae F uc
euk_asv3676	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium_roseum
euk_asv3677	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-V	Dino-Group-V uc	Dino-Group-V uc	Dino-Group-V uc_sp.
euk_asv3678	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_gigantea
euk_asv3679	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv3680	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv3681	Eukaryota	Ochrophyta	MOCH-2	MOCH-2 uc	MOCH-2 uc	MOCH-2 uc	MOCH-2 uc_sp.
euk_asv3682	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Amphidomataceae	Azadinium	Azadinium uc
euk_asv3683	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
euk_asv3684	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa uc
euk_asv3685	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniales uc	Gymnodiniales uc	Gymnodiniales uc
euk_asv3686	Eukaryota	Ciliophora	Nassophorea	Nassophorea uc	Discotrichidae	Discotrichidae uc	Discotrichidae uc
euk_asv3688	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv3689	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3690	Eukaryota	Ochrophyta	Raphidophyceae	Raphidophyceae uc	Raphidophyceae uc	Haramonas	Haramonas uc
euk_asv3691	Eukaryota	Opalozoa	Opalozoa uc	Opalozoa uc	Opalozoa uc	Opalozoa uc	Opalozoa uc
euk_asv3692	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv3693	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-III	Dino-Group-III uc	Dino-Group-III uc	Dino-Group-III uc_sp.
euk_asv3694	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
euk_asv3695	Eukaryota	Ciliophora	Phyllopharyngea	Cyrtophoria_8	Dysteriidae	Dysteriidae uc	Dysteriidae uc_sp.
euk_asv3696	Eukaryota	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Thraustochytriaceae uc	Thraustochytriaceae uc_sp.
euk_asv3697	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3698	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Fragilariopsis	Fragilariopsis_cylindrus
euk_asv3699	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales uc	Peridiniales uc	Peridiniales uc
euk_asv3700	Eukaryota	Sagenista	Labyrinthulomycetes	Labyrinthulales	Labyrinthulaceae	Labyrinthulaceae uc	Labyrinthulaceae uc_sp.
euk_asv3702	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales uc	Peridiniales uc	Peridiniales uc
euk_asv3703	Eukaryota	Haptophyta	Prymnesiophyceae	Prymnesiophyceae_Clade_F	Prymnesiophyceae_Clade_F uc	Prymnesiophyceae_Clade_F uc	Prymnesiophyceae_Clade_F uc_sp.
euk_asv3704	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
euk_asv3705	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3706	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-14	Dino-II-14 uc	Dino-II-14 uc_sp.
euk_asv3708	Eukaryota	Sagenista	MAST-7	MAST-7A	MAST-7A uc	MAST-7A uc	MAST-7A uc_sp.
euk_asv3710	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-1	Dino-II-1 uc	Dino-II-1 uc_sp.
euk_asv3711	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-1	Dino-I-1 uc	Dino-I-1 uc_sp.
euk_asv3712	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_mammillata
euk_asv3713	Eukaryota	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_mammillata
euk_asv3715	Eukaryota	Cercozoa	Endomyxa-Ascetosporea	Paradinida	Paradinidae	Paradinidae uc	Paradinidae uc_sp.
euk_asv3716	Eukaryota	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage uc	Protaspa-lineage uc_sp.
euk_asv3717	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Araphid-pennate	Grammonema	Grammonema_striatula
euk_asv3718	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3719	Eukaryota	Ochrophyta	Chrysophyceae	Chrysophyceae uc	Chrysophyceae uc uc	Chrysophyceae uc uc	Chrysophyceae uc uc
euk_asv3720	Eukaryota	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Microbotryomycetes uc	Microbotryomycetes uc
euk_asv3721	Eukaryota	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc	Eukaryota uc
euk_asv3722	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II uc	Dino-Group-II uc	Dino-Group-II uc
euk_asv3723	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	Chloroparvula_pacifica
euk_asv3724	Eukaryota	Sagenista	Labyrinthulomycetes	Thraustochytriales	Thraustochytriaceae	Amphifilidae	Amphifilidae_sp.
euk_asv3725	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium_roseum
euk_asv3726	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-II-6	Dino-II-6 uc	Dino-II-6 uc_sp.
euk_asv3727	Eukaryota	Ochrophyta	Bacillariophyta	Bacillariophyta uc	Raphid-pennate	Raphid-pennate uc	Raphid-pennate uc
euk_asv3728	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc_sp.
euk_asv3729	Eukaryota	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_1	Abeoformidae_Group_MAIP_1 uc	Abeoformidae_Group_MAIP_1 uc_sp.
euk_asv3730	Eukaryota	Streptophyta	Embryophyceae	Embryophyceae uc	Embryophyceae uc	Pinus	Pinus_taeda
euk_asv3731	Eukaryota	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-I-5	Dino-I-5 uc	Dino-I-5 uc_sp.
euk_asv3732	Eukaryota	Stramenopiles uc	Stramenopiles uc-Group-2	Stramenopiles uc-Group-2 uc	Stramenopiles uc-Group-2 uc	Stramenopiles uc-Group-2 uc	Stramenopiles uc-Group-2 uc_sp.
euk_asv3733	Eukaryota	Dinoflagellata	Dinophyceae	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc	Dinophyceae uc
euk_asv3734	Eukaryota	Cercozoa	Cercozoa uc	Cercozoa uc	Cercozoa uc	Cercozoa uc	Cercozoa uc_sp.
